"","DBA","BUS NAME","BUSINESS ID","LOC NO","LOC NO SUFF","LOC PRE DIR","LOC STREET","LOC STREET TYPE","LOC UNIT TYPE","LOC APT","LOC CITY","LOC STATE","LOC ZIP","...14","BUS PHONE","EMAIL","address...17","lon","lat","address...20"
"558","LA HACIENDA BANQUET HALL","LA HACIENDA DELAS AMERICAS INC","347",24,NA,NA,"OHIO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-630-6280","LHACIENDA@YMAIL.COM","24 OHIO JOLIET IL 60432",-88.0808493,41.533098,"24 ohio st, joliet, il 60432, usa"
"559","LA MEX RESTAURANT","LA MEX CORP","98",3157,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-729-2686",NA,"3157 JEFFERSON JOLIET IL 60435",-88.1597084,41.5227652,"3157 w jefferson st, joliet, il 60435, usa"
"560","LA MICHOACANA","LA MICHOACANA G&A INC.","2153",2323,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-782-5437","AMADA.GALLARDO@YAHOO.COM","2323 RT 59 PLAINFIELD IL 60586",-88.2015022,41.5640414,"2323 illinois rte 59, plainfield, il 60586, usa"
"561","LA MICHOACANA CCM","LA MICHOACANA CCM INC","1944",18,NA,"SOUTH","LARKIN","AVENUE","SUITE","2","JOLIET","IL","60436",NA,"815-630-3170","PREMIUMJOLIET@GMAIL.COM","18 LARKIN JOLIET IL 60436",-88.1237201,41.5212596,"18 s larkin ave, joliet, il 60436, usa"
"562","LA MINA DE JOLIET","SANCHEZ, PEDRO","1467",848,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-212-2161","ISSANLOW222@GMAIL.COM","848 PLAINFIELD JOLIET IL 60435",-88.1047859,41.5398084,"848 plainfield rd, joliet, il 60435, usa"
"563","LA PUPUSERA","LA PUPUSERA COMPANY","2055",665,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"779-206-2133","FRANKYG3129@YAHOO.COM","665 COLLINS JOLIET IL 60432",-88.0728727,41.5367989,"665 collins st, joliet, il 60432, usa"
"564","LA VILLA RESTAURANT","RODRIGUEZ 1 INC","271",324,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-6957","LA_AGUA_AZUL@YAHOO.COM","324 COLLINS JOLIET IL 60432",-88.0721546,41.5309952,"324 collins st, joliet, il 60432, usa"
"565","LAMBERT MOBIL FOODSHOP","LAMBERT ENTERPRISES INC","334",1529,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-726-8867","LAMBERT3500@GMAIL.COM","1529 BROADWAY JOLIET IL 60435",-88.0883969,41.5524322,"1529 n broadway st, joliet, il 60435, usa"
"566","LAMBERT PSF FOODSHOP","LAMBERT ENTERPRISES INC","335",928,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-726-8867","LAMBERT3500@GMAIL.COM","928 JEFFERSON JOLIET IL 60435",-88.1052628,41.522977,"928 w jefferson st, joliet, il 60435, usa"
"567","LAS DELICIAS DE MICHOACAN 6","LAS DELICIAS DE MICHOACAN INC","1665",617,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-714-2184",NA,"617 COLLINS JOLIET IL 60432",-88.0729945,41.5358481,"617 collins st, joliet, il 60432, usa"
"568","LAS GORDITAS DE DON ANGEL 2","LAS GORDITAS DE DON ANGEL 2 INC","423",907,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-740-1370","82GARCIA.DANIEL@GMAIL.COM","907 JEFFERSON JOLIET IL 60435",-88.103565,41.523398,"907 w jefferson st, joliet, il 60435, usa"
"569","LEATHER MASTER","KC LEATHER CLEANERS INC","240",303,NA,NA,"REPUBLIC","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-724-0360","JOHNCONWAY@SUEDECLEANERS.COM","303 REPUBLIC JOLIET IL 60435",-88.1395334,41.5277871,"303 republic ave, joliet, il 60435, usa"
"570","LEGEND SMELTING & RECYCLING","LEGEND SMELTING & RECYCLING INC","1496",3404,NA,NA,"MOUND","ROAD",NA,NA,"JOLIET","IL","60436",NA,"815-744-1850","ZJORDAN@LEGENDSMELTING.COM","3404 MOUND JOLIET IL 60436",-88.1629395,41.4917933,"3404 mound rd, joliet, il 60436, usa"
"571","LENCA FOREST PRODUCTS","LENCA FOREST PRODUCTS","2128",2480,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"906-282-2757","RLENCA@YAHOO.COM","2480 RT 59 PLAINFIELD IL 60586",-88.1981762,41.5663684,"2480 illinois rte 59, plainfield, il 60544, usa"
"572","LENNY'S FOOD N FUEL VETTER ROAD LLC","LENNY'S FOOD N FUEL VETTER ROAD LLC","1990",2951,NA,NA,"CENTERPOINT","WAY",NA,NA,"ELWOOD","IL","60421",NA,"779-230-6850","LENMCENERY@AOL.COM","2951 CENTERPOINT ELWOOD IL 60421",-88.1458365,41.4441121,"2951 centerpoint way, elwood, il 60421, usa"
"573","LEVIATHAN VENDING LLC","LEVIATHAN VENDING LLC","2164",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"630-877-4878","LEVIATHANVENDING@GMAIL.COM","0 OUT OF AREA NA NA NA",NA,NA,NA
"574","LEVY PREMIUM FOODSERVICE @ CHGO SPEEDWAY","LEVY PREMIUM FOODSERVICE LP","570",500,NA,NA,"SPEEDWAY","BOULEVARD",NA,NA,"JOLIET","IL","60433",NA,"815-722-4493",NA,"500 SPEEDWAY JOLIET IL 60433",-88.06955,41.4666,"500 speedway blvd, elwood, il 60421, usa"
"575","LEVY PREMIUM FOODSERVICE RT 66 RACEWAY","LEVY PREMIUM FOODSERVICE LP","320",3200,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"312-664-8200",NA,"3200 CHICAGO JOLIET IL 60436",-88.0744934,41.4644849,"3200 s chicago st, joliet, il 60436, usa"
"576","LG RANCH - REPUBLIC LLC","LG RANCH, LLC","2165",113,NA,NA,"REPUBLIC","AVENUE","SUITE","103","JOLIET","IL","60435",NA,"TBD","LUIS@LCBUILDERSINC.COM","113 REPUBLIC JOLIET IL 60435",-88.1401951,41.5246381,"113 republic ave, joliet, il 60435, usa"
"577","LIL' DEB'S","LIL' DEB'S LLC","1821",401,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"815-603-3603","DEBBIELOUIS1024@YAHOO.COM","401 LARKIN JOLIET IL 60436",-88.124978,41.5147576,"401 s larkin ave, joliet, il 60436, usa"
"578","LILY'S MASSAGE THERAPY","LILY'S INC","1753",3563,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60431",NA,"815-630-2874","HSIUYANCHAI@YAHOO.COM","3563 JEFFERSON JOLIET IL 60431",-88.1692886,41.5227778,"3563 w jefferson st, joliet, il 60431, usa"
"579","LINDA'S PIZZA","LINDA'S PIZZA INC","895",723,NA,NA,"TAYLOR","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-726-4425","PIZZAMARK77@COMCAST.NET","723 TAYLOR JOLIET IL 60435",-88.1008562,41.5325248,"723 taylor st, joliet, il 60435, usa"
"580","LIQUID THERAPY","LIQUID THERAPY INC","125",3501,NA,NA,"CHANNAHON","ROAD",NA,NA,"JOLIET","IL","60436",NA,"815-729-3998","JMACAREK@AOL.COM","3501 CHANNAHON JOLIET IL 60436",-88.1640139,41.479687,"3501 channahon rd, joliet, il 60436, usa"
"581","LIQUOR TOWN","AVN LIQUOR CORPORATION INC","1655",1007,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-582-4811","LIQUORTOWNN@GMAIL.COM","1007 ESSINGTON JOLIET IL 60435",-88.1616326,41.5402988,"1007 essington rd, joliet, il 60435, usa"
"582","LIQUOR TOWN","OM SHREE DURGA MATA INC","2090",1005,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-582-4811","PARESH833@YAHOO.COM","1005 ESSINGTON JOLIET IL 60435",-88.1617279,41.5401638,"1005 essington rd, joliet, il 60435, usa"
"583","LITTLE CAESARS 1723","LITTLE CAESARS ENTERPRISES INC","578",321,NA,NA,"COLLINS","STREET","SUITE","A","JOLIET","IL","60432",NA,"815-722-4075","DAVID.COLONNA@LCECORP.COM","321 COLLINS JOLIET IL 60432",-88.0730279,41.5307584,"321 collins st, joliet, il 60432, usa"
"584","LITTLE CAESARS 1757","LITTLE CAESARS ENTERPRISES INC","1801",1724,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"779-702-0616","DAVID.COLONNA@LCECORP.COM","1724 JEFFERSON JOLIET IL 60435",-88.1237635,41.5219381,"1724 w jefferson st, joliet, il 60435, usa"
"585","LOCO'S MEXICAN RESTAURANT","DE LA TORRE, JOSE M","962",1121,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-725-9060","josemdelatorre13@yahoo.com","1121 ESSINGTON JOLIET IL 60435",-88.161538,41.542199,"1121 essington rd, joliet, il 60435, usa"
"586","LODERS-CROKLAAN USA LLC","BUNGE LODERS CROKLAAN USA BV","412",0,NA,NA,"OUT OF AREA",NA,NA,NA,NA,NA,NA,NA,"815-730-5200",NA,"0 OUT OF AREA NA NA NA",NA,NA,NA
"587","LONG JOHN SILVERS","LONG JOHN SILVERS","1648",2421,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-725-5622",NA,"2421 JEFFERSON JOLIET IL 60435",-88.1428253,41.5226119,"2421 w jefferson st, joliet, il 60435, usa"
"588","LONGSHOTS","TPC LONGSHOTS INC","113",1609,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-729-0910","T.CHRISTOS@YAHOO.COM","1609 JEFFERSON JOLIET IL 60435",-88.1204903,41.5232173,"1609 w jefferson st, joliet, il 60435, usa"
"589","LORI'S GIFTS 540","LORI'S GIFTS, INC","1901",333,NA,NA,"MADISON","STREET",NA,NA,"JOLIET","IL","60435",NA,"773-665-3353","'khammers@lorisgifts.com'","333 MADISON JOLIET IL 60435",-88.1352431,41.5278637,"333 madison st, joliet, il 60435, usa"
"590","LOS DIAZ BAR AND LIQUORS","DIAZ BROTHERS LLP","25",674,NA,NA,"MEEKER","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"815-722-1000","LDIAZ88@SBCGLOBAL.NET","674 MEEKER JOLIET IL 60432",-88.0650908,41.5405152,"674 meeker ave, joliet, il 60432, usa"
"591","LOS GAVENOS","TLAXCALA CORPORATION","2075",1101,NA,"NORTH","HICKORY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-726-7285","LINOBIBIANSR@YAHOO.COM","1101 HICKORY JOLIET IL 60435",-88.0873859,41.5436967,"1101 n hickory st, joliet, il 60435, usa"
"592","LOS POTRILLOS BAR & MEXICAN RESTAURANT","LOS POTRILLOS BAR & MEXICAN RESTAURANT L","2024",670,NA,"EAST","JACKSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"TBD","CRYSTELA94@GMAIL.COM","670 JACKSON JOLIET IL 60432",-88.0643506,41.5315572,"670 e jackson st, joliet, il 60432, usa"
"593","LOU MALNATIS PIZZERIA","MARNAT LLC","945",1528,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"815-254-6200","DSHAW@LOUMALNATIS.COM","1528 RT 59 JOLIET IL 60431",-88.1989947,41.5493155,"1528 illinois rte 59, joliet, il 60431, usa"
"594","LOUIS FAMILY RESTAURANT","LOUIS FAMILY RESTAURANT INC","896",1001,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-722-6660","VALLEYV913@GMAIL.COM","1001 JEFFERSON JOLIET IL 60435",-88.1065217,41.523427,"1001 w jefferson st, joliet, il 60435, usa"
"595","LOUISIANA BBQ","WASHINGTON, ALLAN","614",1220,NA,NA,"RICHARDS","STREET","SUITE","C","JOLIET","IL","60433",NA,"815-774-0131","THERESAMT.OLIVE@SBCGLOBAL.NET","1220 RICHARDS JOLIET IL 60433",-88.0699592,41.5018971,"1220 richards st, joliet, il 60433, usa"
"596","LOYAL ORDER OF MOOSE","JOLIET LOYAL ORDER OF MOOSE","295",25,NA,NA,"SPRINGFIELD","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-342-8839","JOLIETLODGE300@GMAIL.COM","25 SPRINGFIELD JOLIET IL 60435",-88.1380603,41.5238231,"25 springfield ave, joliet, il 60435, usa"
"597","LUCKY BAMBOO ASIAN CUISINE","YEE & YU CO INC","72",2304,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-609-7888","LUCKYBAMBOO888@YAHOO.COM","2304 RT 59 PLAINFIELD IL 60586",-88.198534,41.5635059,"2304 illinois rte 59, plainfield, il 60586, usa"
"598","LUGAN'S BREWING","LUGAN'S BREWING LLC","2099",480,NA,"SOUTH","HAMMES","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"815-269-4444","OFFICE@LUGANSBREWING.COM","480 HAMMES JOLIET IL 60436",-88.1335235,41.5137961,"480 s hammes ave, joliet, il 60436, usa"
"599","LUNA MEXICANA RESTAURANT","LUNA MEXICANA RESTAURANT INC","1698",900,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-409-7787","SUSANABEDOLLA@YAHOO.COM","900 COLLINS JOLIET IL 60432",-88.07225,41.5407326,"900 collins st, joliet, il 60432, usa"
"600","LUPITAS JOLIET BAKERY","LUPITAS JOLIET BAKERY INC","1804",405,NA,NA,"COLLINS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-582-4048","everardoaguirre46@gmail.com","405 COLLINS JOLIET IL 60432",-88.0728211,41.5318453,"405 collins st, joliet, il 60432, usa"
"601","MAG APPLIANCE PARTS & SERVICE","GRABAVOY, JOHN","1874",1301,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-8090","MAGRABAVOY@YAHOO.COM","1301 BROADWAY JOLIET IL 60435",-88.0874976,41.5480211,"1301 n broadway st, joliet, il 60435, usa"
"602","MALNAR'S TAP & RESTAURANT","MALNAR'S TAP & RESTAURANT INC","48",1123,NA,NA,"CLEMENT","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-1661",NA,"1123 CLEMENT JOLIET IL 60435",-88.0970405,41.5448701,"1123 clement st, joliet, il 60435, usa"
"603","MANCHU WOK","MANCHU WOK 2099","591",3340,NA,NA,"MALL LOOP","DRIVE","SPACE","FC5","JOLIET","IL","60431",NA,"815-436-5217","HOUV82@YAHOO.COM","3340 MALL LOOP JOLIET IL 60431",-88.1655569,41.5762473,"3340 mall loop dr, joliet, il 60431, usa"
"604","MANCUSO CHEESE CO","MANCUSO CHEESE CO INC","947",612,NA,NA,"MILLS","ROAD",NA,NA,"JOLIET","IL","60433",NA,"8157222475",NA,"612 MILLS JOLIET IL 60433",-88.0660897,41.5020461,"612 mills rd, joliet, il 60433, usa"
"605","MANEUVERS","WAYFREE INC","51",118,NA,"EAST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-3209","PHOENIX3150@GMAIL.COM","118 JEFFERSON JOLIET IL 60432",-88.0844025,41.524922,"118 w jefferson st, joliet, il 60432, usa"
"606","MARATHON OF JOLIET","AMJAD FUEL INC","1879",324,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"815-741-3191","SHAK79@SBCGLOBAL.NET","324 LARKIN JOLIET IL 60436",-88.124029,41.515633,"324 s larkin ave, joliet, il 60436, usa"
"607","MARCHELLONI PIZZA","SAVANNAH BAKERY LLC","1763",70,NA,NA,"BARNEY","DRIVE",NA,NA,"JOLIET","IL","60435",NA,"815-741-2502","TAYO.BISIOLU@YAHOO.COM","70 BARNEY JOLIET IL 60435",-88.142898,41.523575,"70 barney dr, joliet, il 60435, usa"
"608","MARIANNA'S GAMING BISTRO","MARIANNA'S INC","1985",2007,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"TBD","DEANKOLLINTZAS@GMAIL.COM","2007 ESSINGTON JOLIET IL 60435",-88.1623185,41.5586457,"2007 essington rd, joliet, il 60435, usa"
"609","MARISCOS EL HUICHOL","MARISCOS EL HUICHOL NVS CORP","1624",1030,NA,"NORTH","HICKORY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-630-4266","C.VACA@CMVACCOUNTING.COM","1030 HICKORY JOLIET IL 60435",-88.0866608,41.5434896,"1030 n hickory st, joliet, il 60435, usa"
"610","MARISCOS LA LAGUNA","MARISCOS LA LAGUNA INC","262",601,NA,"NORTH","EASTERN","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"815-714-3649","VJARAMILLO999@GMAIL.COM","601 EASTERN JOLIET IL 60432",-88.0753233,41.5354967,"601 n eastern ave, joliet, il 60432, usa"
"611","MARSHALLS 1131","ATTN KATE TITUS","389",1500,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-730-7905",NA,"1500 LARKIN JOLIET IL 60435",-88.1227705,41.5495246,"1500 n larkin ave, joliet, il 60435, usa"
"612","MARTINEZ GROCERY","MARTINEZ GROCERY","419",650,NA,NA,"MEEKER","AVENUE",NA,NA,"JOLIET","IL","60432",NA,"815-722-4425","CLARA7199@HOTMAIL.COM","650 MEEKER JOLIET IL 60432",-88.0662363,41.5404954,"650 meeker ave, joliet, il 60432, usa"
"613","MARY'S CLEANERS","MARY'S CLEANERS INC","1797",617,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-280-5776","DEERDGZ88@YAHOO.COM","617 CASS JOLIET IL 60432",-88.064308,41.5281906,"617 e cass st, joliet, il 60432, usa"
"614","MASTER'S AUTOMOTIVE","MASTER'S AUTOMOTIVE INC","743",1210,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-439-0169","MASTER.I2118@SBCGLOBAL.NET","1210 PLAINFIELD JOLIET IL 60435",-88.1120722,41.545039,"1210 plainfield rd, joliet, il 60435, usa"
"615","MAURIE'S TABLE","MAURIE'S TABLE INC","69",2360,NA,NA,"GLENWOOD","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-744-2856","BENNETTDAWN@ATT.NET","2360 GLENWOOD JOLIET IL 60435",-88.1402193,41.5291197,"2360 glenwood ave, joliet, il 60435, usa"
"616","MAVIS TIRES AND BRAKES","MAVIS TIRE SUPPLY LLC","2181",3350,NA,NA,"MALL LOOP","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"815-436-8888","EHARRIS@MAVISTIRE.COM","3350 MALL LOOP JOLIET IL 60431",-88.1653093,41.5791483,"3350 mall loop dr, joliet, il 60431, usa"
"617","MCBRIDES ON 52","MCBRIDES ON 52 INC","1202",2727,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-530-9897","MCBRIDESON52@YAHOO.COM","2727 JEFFERSON JOLIET IL 60435",-88.149257,41.5225517,"2727 w jefferson st, joliet, il 60435, usa"
"618","MCBRIDES PUB & GRILLE","MCBRIDE'S PUB INC","115",7162,NA,NA,"CATON FARM","ROAD",NA,NA,"PLAINFIELD","IL","60586",NA,"815-609-0192","MCBRIDESPUB@YAHOO.COM","7162 CATON FARM PLAINFIELD IL 60586",-88.2574493,41.5637686,"7162 caton farm rd, plainfield, il 60586, usa"
"619","MCDONALD'S","JEFKOR LLC","1954",4280,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60431",NA,"815-725-3622","NICK.KORY@PARTNERS.MCD.COM","4280 JEFFERSON JOLIET IL 60431",-88.1845449,41.5212851,"4280 w jefferson st, joliet, il 60431, usa"
"620","MCDONALD'S 19338","MCDONALD'S 19338","1132",2212,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-577-6576","MARVIN.SPENCE@PARTNERS.MCD.COM","2212 ESSINGTON JOLIET IL 60435",-88.1607944,41.5625999,"2212 essington rd, joliet, il 60435, usa"
"621","MCDONALD'S 23867","KORY MANAGEMENT INC","964",2220,NA,NA,"RT 59",NA,NA,NA,"PLAINFIELD","IL","60586",NA,"815-582-3499","GARYKORY@GMAIL.COM","2220 RT 59 PLAINFIELD IL 60586",-88.1995452,41.5619138,"2220 illinois rte 59, plainfield, il 60544, usa"
"622","MCDONALD'S 26960","CARNAGIO ENTERPRISES, INC.","602",1421,NA,NA,"RIVERBOAT CENTER","DRIVE",NA,NA,"JOLIET","IL","60431",NA,"915-730-8141","JOHN.CARNAGIO@PARTNERS.MCD.COM","1421 RIVERBOAT CENTER JOLIET IL 60431",-88.1678809,41.4950392,"1421 riverboat center dr, joliet, il 60431, usa"
"623","MCDONALD'S 4531","MCDONALD'S 4531","1135",1555,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-8333","MARVIN.SPENCE@PARTNERS.MCD.COM","1555 BROADWAY JOLIET IL 60435",-88.0883587,41.5518464,"1555 n broadway st, joliet, il 60435, usa"
"624","MCDONALD'S 49","GAILCO LP","599",1515,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-725-9651","JEFDEV1@YAHOO.COM","1515 JEFFERSON JOLIET IL 60435",-88.1194907,41.5231707,"1515 w jefferson st, joliet, il 60435, usa"
"625","MCDONALD'S 5513","MCDONALD'S CORPORATION","603",508,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-726-1981","CHI.02733@US.STORES.MCD.COM","508 CASS JOLIET IL 60432",-88.0693483,41.5275726,"508 e cass st, joliet, il 60432, usa"
"626","MCDONALD'S 6561","SPENCE RESTAURANTS LLC","1871",2885,NA,NA,"PLAINFIELD","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-439-1045","MARVIN.SPENCE@PARTNERS.MCD.COM","2885 PLAINFIELD JOLIET IL 60435",-88.1580699,41.5775512,"2885 plainfield rd, joliet, il 60435, usa"
"627","MEINEKE REPAIR SHOP 266","A T & R K INC","1483",311,NA,"SOUTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60436",NA,"815-741-2028","KIZAWIMR@YAHOO.COM","311 LARKIN JOLIET IL 60436",-88.1251349,41.5167831,"311 s larkin ave, joliet, il 60436, usa"
"628","MENARDS","MENARDS INC","588",2524,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"715-876-2969","ENIETZ@MENARD-INC.COM","2524 JEFFERSON JOLIET IL 60435",-88.1452242,41.5216738,"2524 w jefferson st, joliet, il 60435, usa"
"629","METRO GRILL & BAR","CHARCOAL PIT BAR & GRILL INC","67",2019,NA,NA,"ESSINGTON","ROAD",NA,NA,"JOLIET","IL","60435",NA,"815-577-8191","DEANKOLLINTZAS@GMAIL.COM","2019 ESSINGTON JOLIET IL 60435",-88.1618825,41.5587874,"2019 essington rd, joliet, il 60435, usa"
"630","MHM AUTO REBUILDERS & SALES INC","MHM AUTO REBUILDERS & SALES INC","2058",509,NA,"EAST","WASHINGTON","STREET",NA,NA,"JOLIET","IL","60433",NA,"815-666-1538","MICHAELINETHOMAS@GMAIL.COM","509 WASHINGTON JOLIET IL 60433",-88.0955125,41.5234584,"509 w washington st, joliet, il 60435, usa"
"631","MI RANCHO MEXICAN FOOD","MI RANCHO MEXICAN FOOD INC","2121",1560,NA,NA,"RT 59",NA,NA,NA,"JOLIET","IL","60431",NA,"815-782-5185","FELIXLANDA0@GMAIL.COM","1560 RT 59 JOLIET IL 60431",-88.1989196,41.5501679,"1560 illinois rte 59, joliet, il 60431, usa"
"632","MICHAEL'S PIZZA","MICHAEL'S PIZZA","882",2405,NA,NA,"ESSINGTON","ROAD","UNIT","A","JOLIET","IL","60435",NA,"815-436-0707","MPIZZA1983@YAHOO.COM","2405 ESSINGTON JOLIET IL 60435",-88.1627566,41.5658879,"2405 essington rd, joliet, il 60435, usa"
"633","MICHALENE'S LIQUORS","REARDON FIVE INC","33",692,NA,NA,"THEODORE","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-723-7548","MICHALENES@HOTMAIL.COM","692 THEODORE JOLIET IL 60435",-88.0990056,41.5520613,"692 theodore st, joliet, il 60435, usa"
"634","MICKEY'S TIRE & SERVICE","MICKEY'S TIRE & SERVICE INC","668",112,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-744-0600","MIKE.MIKUSKA@GMAIL.COM","112 LARKIN JOLIET IL 60435",-88.1242197,41.5245747,"112 n larkin ave, joliet, il 60435, usa"
"635","MID WEST WOOD","YU, TAE HYEON","247",773,NA,"NORTH","BROADWAY","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-722-0522","YUTAEHYEON47@GMAIL.COM","773 BROADWAY JOLIET IL 60435",-88.085439,41.5380843,"773 n broadway st, joliet, il 60435, usa"
"636","MIDWEST GAS","A & A GAS & FOOD MART","1572",555,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"312-451-8757","JUNEJOTARIQ@HOTMAIL.COM","555 CASS JOLIET IL 60432",-88.068451,41.5281625,"555 e cass st, joliet, il 60432, usa"
"637","MIKE MORE MILES","B & J AUTO SYSTEMS","666",845,NA,"NORTH","LARKIN","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-744-4877","MIKEMOREMILESJOLIET@GMAIL.COM","845 LARKIN JOLIET IL 60435",-88.1258975,41.5390411,"845 n larkin ave, joliet, il 60435, usa"
"638","MILANO BAKERY","MILANO BAKERY INC","680",433,NA,"SOUTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60436",NA,"815-727-4872","MILANOBAKERY@COMCAST.NET","433 CHICAGO JOLIET IL 60436",-88.0817551,41.5157559,"433 s chicago st, joliet, il 60436, usa"
"639","MIMI'S LIQUOR","SHREE HARI FOOD AND LIQUOR INC","1692",453,NA,"EAST","CASS","STREET",NA,NA,"JOLIET","IL","60432",NA,"779-206-2111",NA,"453 CASS JOLIET IL 60432",-88.0708564,41.5284369,"453 e cass st, joliet, il 60432, usa"
"640","MITCHELL'S FOOD MART","MITCHELL'S FOOD MART INC","545",1300,NA,"NORTH","RAYNOR","AVENUE",NA,NA,"JOLIET","IL","60435",NA,"815-280-9056","JKMITCHKIDS4@COMCAST.NET","1300 RAYNOR JOLIET IL 60435",-88.1014094,41.5470684,"1300 n raynor ave, joliet, il 60435, usa"
"641","MLG VR LOUNGE","META LEGACY LLC","2012",2419,NA,"WEST","JEFFERSON","STREET","SUITE","A","JOLIET","IL","60435",NA,"630-674-8822","KHAN.NABBIL@GAMMAVR.COM","2419 JEFFERSON JOLIET IL 60435",-88.1422443,41.5229056,"2419 w jefferson st, joliet, il 60435, usa"
"642","MOORE GLASS INC","MOORE GLASS INC","665",559,NA,"NORTH","CHICAGO","STREET",NA,NA,"JOLIET","IL","60432",NA,"815-722-7007","JEFFLEAHM@HOTMAIL.COM","559 CHICAGO JOLIET IL 60432",-88.0821755,41.5345767,"559 n chicago st, joliet, il 60432, usa"
"643","MOOYAH BURGERS, FRIES  & SHAKES","BURGER BUSINESS 211, LLC","2103",2611,NA,"WEST","JEFFERSON","STREET",NA,NA,"JOLIET","IL","60435",NA,"815-685-0406","RSTERIOTI@MOOYAH.COM","2611 JEFFERSON JOLIET IL 60435",-88.147647,41.5226698,"2611 w jefferson st, joliet, il 60435, usa"
