LOC NO,LOC STREET,LOC CITY,LOC STATE,LOC ZIP,DBA,FEIN/SSN,LIC TEXT2 (LIC 1),CHG 1 DESC (LIC 1),CHG 1 LONG DESC (LIC 1),CYCLE CODE (LIC 2),CYCLE DESC (LIC 2),LIC TEXT1 (LIC 2),LIC TEXT2 (LIC 2),LIC TEXT4 (LIC 2),CYCLE DESC (LIC 3),LIC TEXT2 (LIC 3),CHG 1 DESC (LIC 3),CHG 1 LONG DESC (LIC 3),CYCLE CODE (LIC 4),CYCLE DESC (LIC 4),LIC TEXT1 (LIC 4),LIC TEXT2 (LIC 4),LIC TEXT4 (LIC 4),CYCLE CODE (LIC 5),CYCLE DESC (LIC 5),LIC TEXT1 (LIC 5),LIC TEXT2 (LIC 5),QTY STAT CD (LIC 5)
313,LARKIN,JOLIET,IL,60436,E-Z AUTO SALES,36-4178446,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,SECOND HAND SALES,,,,,,,,,,,,,,,
1018,PLAINFIELD,JOLIET,IL,60435,AMERIMEX MUFFLERS AND BRAKES 7 INC,46-2905892,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,DR PEPPER SNAPPLE GROUP,36-4223626,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
1710,PRAIRIE WIND,JOLIET,IL,60435,PERFECT COFFEE SERVICE,SSN,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
826,HORSESHOE,JOLIET,IL,60435,CANTIGNY POST 367 VFW,36-0829231,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,
0,OUT OF AREA,,,,PEPSI BEVERAGES CO,13-4042452,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
4200,JEFFERSON,JOLIET,IL,60431,JOLIET PLAZA INN & SUITES,46-1402641,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,
1806,MCDONOUGH,JOLIET,IL,60436,BUDGET INN EXPRESS,73-1458913,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,
2305,JEFFERSON,JOLIET,IL,60435,FENTON MOTEL,36-4233905,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,HOTEL/MOTEL,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,CARSON PIRIE SCOTT 515,63-1265548,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,
3200,CATON FARM,JOLIET,IL,60431,CVS PHARMACY 1170,37-1414552,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,GAMESTOP 138,41-1609563,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
1990,JEFFERSON,JOLIET,IL,60435,AL'S STEAK HOUSE,20-3706217,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
454,CASS,JOLIET,IL,60432,ADVANCE AUTO PARTS 8877,54-0118110,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
200,HAMMES,JOLIET,IL,60435,A JOURNEY TO WELLNESS,N/A,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,
201,MCDONALD,JOLIET,IL,60431,AMERICAN MOTORSPORTS,SSN,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
4802,CATON FARM,PLAINFIELD,IL,60586,JOLIET BP,36-3830551,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
2375,DRAUDEN,PLAINFIELD,IL,60586,CVS/PHARMACY 5421,37-1414552,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
3021,PLAINFIELD,JOLIET,IL,60435,CIRCLE K 6745,27-1278411,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,GAS STATION,GAS STATN,GAS STATION LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,GAS STATION,HOSE
692,THEODORE,JOLIET,IL,60435,DOLLAR GENERAL 13824,36-4577242,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,
2401,CHICAGO,JOLIET,IL,60436,RT 66 LIQUORS,46-2988763,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS C PACKAGE,CLASS C,CLASS C PACKAGE,,,,,,,,,,
1530,RT 59,JOLIET,IL,60431,GAMESTOP 3255,41-1609563,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2765,BLACK,JOLIET,IL,60435,BAROLO RISTORANTE,36-4404690,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
720,CASS,JOLIET,IL,60432,BARTON  CARROLLS,26-3414714,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2780,CHANNAHON,JOLIET,IL,60436,JOLIET PARK DISTRICT SPLASH STATION,36-6005938,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,TACO BELL/KFC 26719,36-4363917,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2031,RT 59,PLAINFIELD,IL,60586,TUFFY AUTO SERVICES,35-2176238,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
2424,JEFFERSON,JOLIET,IL,60435,SUBWAY,26-0868377,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
7176,CATON FARM,PLAINFIELD,IL,60586,SUBWAY 26243,27-4385091,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1354,HOUBOLT,JOLIET,IL,60431,SUBWAY 40805,45-4410260,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
121,COLLINS,JOLIET,IL,60432,SUBWAY 23472,26-3830587,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1560,RT 59,JOLIET,IL,60431,FAMILY VIDEO 384,37-1158001,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,JOHNKE HEATING & AIR,,HVAC,HVAC LICEN,HVAC LICENSE,,,,,,,,,,,,,,,,,,,
1117,PLAINFIELD,JOLIET,IL,60435,WOLF'S FINE LINE TATTOO,36-4023402,TATTOO ARTIST,TAT ARTIST,TATTO ARTIST LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,,BUSINESS LICENSE,TATTOO ARTIST,TAT ARTIST,TATTO ARTIST LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,,BL,BUSINESS LICENSE,BUSINESS LICENSE,TATTOO ARTIST,
3084,HENNEPIN,JOLIET,IL,60431,GOODWILL RETAIL SERVICES INC 74,39-2040239,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2602,JEFFERSON,JOLIET,IL,60435,PPG PAINTS,25-1612585,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,
3001,PLAINFIELD,JOLIET,IL,60435,HOME DEPOT 1962,58-1583319,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,
1403,PLAINFIELD,JOLIET,IL,60435,KJI AUTO REPAIR,35-564470,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,,,,,,,,,,,,,,,,,,,
1745,RT 59,PLAINFIELD,IL,60586,LA FITNESS SMOOTHIE BAR,46-2554276,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2231,JEFFERSON,JOLIET,IL,60435,JOLIET TOWN AND COUNTRY LANES,36-2387509,COIN VENDING - AMUSEMENT,CN AMSNT,COIN VENDING - AMUSEMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS V VIDEO GAMING,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,
674,COLLINS,JOLIET,IL,60432,MEMOS CARAMELOS,46-1847337,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,VENDOR - PUSH CARTS,PUSHCART,VENDOR PUSH CART LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3340,MALL LOOP,JOLIET,IL,60431,ECOATM KIOSK 2 T-50,26-3879952,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
3088,HENNEPIN,JOLIET,IL,60431,DOLPHIN CAR WASH III,30-0682724,PUBLIC GARAGE,PUBLIC GRG,PUBLIC GARAGE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,
2101,WESMERE,PLAINFIELD,IL,60586,WESMERE COUNTRY CLUB,36-4019381,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
816,JACKSON,JOLIET,IL,60432,EL RODEO SPORTS BAR & GRILL,16-1740866,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS B PREMISES,
2221,JEFFERSON,JOLIET,IL,60435,MORNINGSTAR TREASURE CHEST,36-2422510,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
2101,RT 59,PLAINFIELD,IL,60586,ARBY'S ROAST BEEF 7396,65-1163879,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
904,HICKORY,JOLIET,IL,60435,ARNIE'S AUTO BODY SUPPLY,36-2902545,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,
3795,CENTERPOINT,ELWOOD,IL,60421,AUTOBAHN COUNTRY CLUB LLC,36-4330929,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,AMUSEMENT,AMUSEMENT,AMUSEMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
454,CASS,JOLIET,IL,60432,FAMILY DOLLAR 21442,56-2056614,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,
409,CASS,JOLIET,IL,60432,AUTO ZONE 645,66-0557319,PAINT SALES,PAINTSAL<1,PAINT SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,
571,COLLINS,JOLIET,IL,60432,DOMINO'S PIZZA 2853,36-3971725,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2211,JEFFERSON,JOLIET,IL,60435,BAKERS SQUARE 220212,26-4371224,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1008,HICKORY,JOLIET,IL,60435,TED & SOPHIE'S,27-2920442,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
3,JACKSON,JOLIET,IL,60432,BARON'S DESIGNS,36-2921835,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,
330,MADISON,JOLIET,IL,60435,BASINGER'S MADISON PHARMACY,27-1275585,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
2850,PLAINFIELD,JOLIET,IL,60435,BED BATH & BEYOND 628,22-3612362,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
623,WILCOX,JOLIET,IL,60435,BIG CHILL,36-3965986,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
510,COLLINS,JOLIET,IL,60432,TAQUERIA LOS COMALES,36-4373588,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
3516,CATON FARM,JOLIET,IL,60431,V.I.P. SALON & SPA,72-1540666,MASSAGE SPA,MSSG SPA,MASSAGE SPA LICENSE,,,,,,,,,,,,,,,,,,,
1220,RICHARDS,JOLIET,IL,60433,JJ FISH & CHICKEN,37-1427485,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
568,COLLINS,JOLIET,IL,60432,JOLIET JEWELRY,27-3959427,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
226,CASS,JOLIET,IL,60432,VELA'S TAP,20-3383712,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
350,WASHINGTON,JOLIET,IL,60433,MORNINGSTAR MISSION MINISTRIES,36-2422510,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,ON THE GO VENDING,47-3544875,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
0,OUT OF AREA,,,,EENINGEBURG QUALITY WATER,35-1332358,COIN VENDING-FOOD/SODA,COIN FOOD,COIN VENDING - FOOD/SODA LICENSE,,,,,,,,,,,,,,,,,,,
3395,BLACK,JOLIET,IL,60431,BOOK AND BEAN CAFE LLC,36-4715096,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
1028,CORA,JOLIET,IL,60435,THE HANGOVER,61-1664740,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQUOR LICENSE,CLASS V VIDEO GAMING,CLASS V,CLASS V VIDEO GAMING,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT
1437,LARKIN,JOLIET,IL,60435,THOMAS TOYOTA OF JOLIET,35-1759334,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PAINT SALES/SHOP,,BUSINESS LICENSE,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,
40,MILLS,JOLIET,IL,60433,RENDEL'S,36-2557439,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PAINT SALES/SHOP,,BUSINESS LICENSE,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,PUBLIC GARAGE,,,,,,
2041,RT 59,PLAINFIELD,IL,60586,SHERWIN-WILLIAMS COMPANY,34-0526850,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,
118,LARKIN,JOLIET,IL,60435,SHERWIN-WILLIAMS COMPANY,34-05268550,PAINT SALES/SHOP,PNTSL/SHP1,PAINT SALE/SHOP LICENSE,,,,,,,,,,,,,,,,,,,
2358,GLENWOOD,JOLIET,IL,60435,SWAN CLEANERS & SERVICES,20-5052843,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,
4100,OLYMPIC,JOLIET,IL,60431,CROWN LIFT TRUCKS,34-4412691,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,
1813,CASS,JOLIET,IL,60432,KNIGHTS OF COLUMBUS 4400,36-2685829,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL
1500,RT 59,JOLIET,IL,60431,CULVER'S 271,11-3665704,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2900,COLORADO,JOLIET,IL,60431,DOLLAR TREE  03430,54-1387365,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
1504,ESSINGTON,JOLIET,IL,60435,EDIBLE ARRANGEMENTS,20-4510502,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,,,,,,,,
2215,RT 59,PLAINFIELD,IL,60586,VITA BELLA PIZZA SOUTH,36-4276941,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2231,RT 59,PLAINFIELD,IL,60586,WHITE CASTLE 87,31-4340520,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
2405,ESSINGTON,JOLIET,IL,60435,MICHAEL'S PIZZA,36-3523289,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,
