LOC.NO,LOC.STREET,LOC.CITY,LOC.STATE,LOC.ZIP,BUS.NAME,DBA,SSN,BUS.PHONE,LIC.TEXT2..LIC.1.,CHG.1.DESC..LIC.1.,CHG.1.LONG.DESC..LIC.1.,CYCLE.CODE..LIC.2.,CYCLE.DESC..LIC.2.,LIC.TEXT1..LIC.2.,LIC.TEXT2..LIC.2.,LIC.TEXT4..LIC.2.,CYCLE.DESC..LIC.3.,LIC.TEXT1..LIC.3.,LIC.TEXT2..LIC.3.,CHG.1.DESC..LIC.3.,CHG.1.LONG.DESC..LIC.3.,CYCLE.CODE..LIC.4.,CYCLE.DESC..LIC.4.,LIC.TEXT1..LIC.4.,LIC.TEXT2..LIC.4.,LIC.TEXT4..LIC.4.,CYCLE.CODE..LIC.5.,CYCLE.DESC..LIC.5.,LIC.TEXT1..LIC.5.,LIC.TEXT2..LIC.5.,QTY.STAT.CD..LIC.5.,QTY.CD.DESC..LIC.5.,address,lon,lat
808,JEFFERSON,JOLIET,IL,60435,D & C MOHUNDRO INC,TRUTH RESTAURANT,30-0394685,815-730-9855,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,808 JEFFERSON JOLIET IL,-88.10138429999999,41.5230906
808,JEFFERSON,JOLIET,IL,60435,D & C MOHUNDRO INC,TRUTH RESTAURANT,30-0394685,815-730-9855,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,808 JEFFERSON JOLIET IL,-88.10138429999999,41.5230906
7174,CATON FARM,PLAINFIELD,IL,60586,LOMBARDO & GARAY LLC,FRANCO'S PIZZA,26-3595165,815-823-9350,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,7174 CATON FARM PLAINFIELD IL,-88.2578115,41.5639535
1120,RICHARDS,JOLIET,IL,60433,CENTRAL CLEANERS INC,CENTRAL CLEANERS,20-1265923,815-726-1229,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,1120 RICHARDS JOLIET IL,-88.07090459999999,41.5030273
324,COLLINS,JOLIET,IL,60432,RODRIGUEZ 1 INC,LA VILLA RESTAURANT,26-3830346,815-726-6957,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,324 COLLINS JOLIET IL,-88.07219219999999,41.53098869999999
324,COLLINS,JOLIET,IL,60432,RODRIGUEZ 1 INC,LA VILLA RESTAURANT,26-3830346,815-726-6957,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS E RESTAURANT OR HOTEL,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,324 COLLINS JOLIET IL,-88.07219219999999,41.53098869999999
510,CHICAGO,JOLIET,IL,60432,BEACON CLUB,BEACON CLUB,36-3350444,815-727-4567,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING AMUSEMENT,,,,,,,,510 CHICAGO JOLIET IL,-88.081575,41.5140817
1511,RIVERBOAT CENTER,JOLIET,IL,60431,CRACKER BARREL OLD COUNTRY STORE INC,CRACKER BARREL OLD COUNTRY STORE 235,88-0373817,615-444-5533,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1511 RIVERBOAT CENTER JOLIET IL,-88.16771639999999,41.49404800000001
2005,ESSINGTON,JOLIET,IL,60435,"STAMPER, CHRISTINA",QUALITY CLEANERS,319881190,815-577-7944,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,2005 ESSINGTON JOLIET IL,-88.16142190000001,41.5586628
210,SPRINGFIELD,JOLIET,IL,60435,PRESENCE LIFE CONNECTIONS,PRESENCE VILLA FRANCISCAN,37-1127787,815-725-3400,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,,,,210 SPRINGFIELD JOLIET IL,-88.136786,41.52546479999999
2130,JEFFERSON,JOLIET,IL,60435,BASINGER'S PHARMACY INC,BASINGER'S MARYCREST PHARMACY,36-3488554,815-725-1102,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,TOBACCO DEALER,,,,,,,,,,,,,,,,,,2130 JEFFERSON JOLIET IL,-88.1340701,41.521092
925,JEFFERSON,JOLIET,IL,60435,925 W JEFFERSON CORP,BABAS FAMOUS STEAK AND LEMONADE,26-0462576,708-288-6864,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,925 JEFFERSON JOLIET IL,-88.1050714,41.52344470000001
1358,JEFFERSON,JOLIET,IL,60435,RARR INC,BOB & SIS' CATERING,36-3523241,815-729-0079,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,,,,,,,,,,,,,,,,,,,,,,1358 JEFFERSON JOLIET IL,-88.1147818,41.5226212
1776,MCDONOUGH,JOLIET,IL,60436,BOB EVANS FARMS LLC,BOB EVANS FARMS INC 84,31-1156934,815-725-0160,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1776 MCDONOUGH JOLIET IL,-88.1235559,41.5147295
715,JEFFERSON,JOLIET,IL,60435,CENTRAL CLEANERS INC,CENTRAL CLEANERS 2,201265923,815-723-0099,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,715 JEFFERSON JOLIET IL,-88.0997055,41.5240606
1866,JEFFERSON,JOLIET,IL,60435,BOSTON MARKET CORPORATION,BOSTON MARKET 0565,36-4325852,815-741-0330,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,1866 JEFFERSON JOLIET IL,-88.1272051,41.5221958
106,LARKIN,JOLIET,IL,60435,BIG APPLE JOLIET INC,BIG APPLE JOLIET,27-4830623,815-630-7584,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,,,,,,,,,,,106 LARKIN JOLIET IL,-88.1240356,41.5235472
174,CHICAGO,JOLIET,IL,60432,KULA'S JEWELRY & LOAN INC,KULA'S JEWELRY & LOAN,38-3687951,815-723-5555,PAWN BROKER,PWN BROKER,PAWN BROKER LICENSE,,,,,,,,,,,,,,,,,,,,,,174 CHICAGO JOLIET IL,-88.0812875,41.5276084
832,PLAINFIELD,JOLIET,IL,60435,KUSH-KRUPA INC,TOWNHOUSE MOTEL,36-4289149,815-727-4888,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,832 PLAINFIELD JOLIET IL,-88.10404899999999,41.5392678
1515,RIVERBOAT CENTER,JOLIET,IL,60431,JOLIET EXT LODGING ASSOCIATES LLC,TOWNEPLACE SUITES JOLIET SOUTH,20-8168304,815-741-2400,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,1515 RIVERBOAT CENTER JOLIET IL,-88.1667958,41.494208
1520,COMMERCE,JOLIET,IL,60431,COMFORT INN,COMFORT INN SOUTH JOLIET,45-5360325,815-483-1024,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,1520 COMMERCE JOLIET IL,-88.1694059,41.4937082
413,MEEKER,JOLIET,IL,60432,SPANISH AMERICAN CLUB INC,SPANISH AMERICAN CLUB,36-2811312,815-592-0787,CLASS M VIDEO POKER ONLY,CLASS M VP,CLASS M VIDEO POKER ONLY,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,413 MEEKER JOLIET IL,-88.0717817,41.5407601
3401,MALL LOOP,JOLIET,IL,60431,KRP ENTERPRISE INC,SUPER 8,20-8059482,815-439-3838,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,3401 MALL LOOP JOLIET IL,-88.1674635,41.5795958
2625,INGALLS,JOLIET,IL,60435,ST JOSEPH'S PARK,ST JOSEPH'S PARK AMERICAN LEGION POST,36-6207156,815-722-3839,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,2625 INGALLS JOLIET IL,-88.14819639999999,41.5442597
2625,INGALLS,JOLIET,IL,60435,ST JOSEPH'S PARK,ST JOSEPH'S PARK AMERICAN LEGION POST,36-6207156,815-722-3839,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,2625 INGALLS JOLIET IL,-88.14819639999999,41.5442597
1730,MCDONOUGH,JOLIET,IL,60436,SHARMIJAY INC,RODEWAY INN,20-0551039,815-725-8855,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-FOOD/SODA,,,,,,,,,,,,,,,,,,1730 MCDONOUGH JOLIET IL,-88.1215362,41.5148729
2801,BLACK,JOLIET,IL,60435,STOFAN AGAZZI INVESTMENTS LLC,STOFAN AGAZZI & COMPANY INC,36-2952605,815-729-1266,BROKER,BROKER,BROKER LICENSE,,,,,,,,,,,,,,,,,,,,,,2801 BLACK JOLIET IL,-88.1517861,41.5370815
767,BLUFF,JOLIET,IL,60435,RAVEN'S ATHLETIC CLUB,RAVEN'S ATHLETIC CLUB,36-2526867,815-726-6079,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,FOOD STORE,FOOD STORE LICENSE,,,,,,,,,,,,767 BLUFF JOLIET IL,-88.083995,41.538064
1214,OAKLAND,JOLIET,IL,60435,SOUTH SIDE CIVIC CLUB,SOUTH SIDE CIVIC CLUB,36-1800108,815-791-9279,CLASS M VIDEO POKER ONLY,CLASS M VP,CLASS M VIDEO POKER ONLY,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,,,,,,,,,,,,1214 OAKLAND JOLIET IL,-88.0976405,41.54628779999999
25,SPRINGFIELD,JOLIET,IL,60435,JOLIET LOYAL ORDER OF MOOSE,LOYAL ORDER OF MOOSE,36-3964849,815-725-6660,CLASS F CLUB,CLASS F,CLASS F CLUBS,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,25 SPRINGFIELD JOLIET IL,-88.138277,41.52363
25,SPRINGFIELD,JOLIET,IL,60435,JOLIET LOYAL ORDER OF MOOSE,LOYAL ORDER OF MOOSE,36-3964849,815-725-6660,CLASS F CLUB,CLASS F,CLASS F CLUBS,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,25 SPRINGFIELD JOLIET IL,-88.138277,41.52363
1201,WYOMING,JOLIET,IL,60435,OUR LADY OF ANGELS RETIREMENT HOME,OUR LADY OF ANGELS RETIREMENT HOME,36-2486076,815-725-6631,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,,,,1201 WYOMING JOLIET IL,-88.1195887,41.5488158
1012,JEFFERSON,JOLIET,IL,60435,"KO, KUNJA",NATIONAL CLEANERS,36-3912513,815-744-1796,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,1012 JEFFERSON JOLIET IL,-88.10720099999999,41.522853
1314,ROWELL,JOLIET,IL,60433,SALEM VILLAGE NURSING & REHAB CTR LLC,SALEM VILLAGE NURSING & REHAB CTR,43-1823694,815-727-9443,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,,,,1314 ROWELL JOLIET IL,-88.06097919999999,41.5002047
1511,PLAINFIELD,JOLIET,IL,60435,TWIN-DOR INC,TWIN-DOR INC,36-3480617,815-729-1530,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,,,1511 PLAINFIELD JOLIET IL,-88.1191324,41.5506105
1511,PLAINFIELD,JOLIET,IL,60435,TWIN-DOR INC,TWIN-DOR INC,36-3480617,815-729-1530,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS H EXTRA HOUR,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS A PREMISES & PACKAGE,,,1511 PLAINFIELD JOLIET IL,-88.1191324,41.5506105
3401,HENNEPIN,JOLIET,IL,60431,BRAVO CARE OF JOLIET INC,ROSEWOOD CARE CENTER OF JOLIET,20-8680246,815-436-5900,NURSING HOMES & SHELTERED CARE,NRSNGHOME,NURSING HOMES & SHELTERED LICENSE,,,,,,,,,,,,,,,,,,,,,,3401 HENNEPIN JOLIET IL,-88.1676585,41.5736277
1750,MCDONOUGH,JOLIET,IL,60436,RRI OPCO LLC,RED ROOF INN 10071,27-4878913,815-741-2304,HOTEL/MOTEL,HOTEL 2,HOTEL/MOTEL LICENSE,,,,,,,,,,,,,,,,,,,,,,1750 MCDONOUGH JOLIET IL,-88.1230573,41.5144464
1503,CLEMENT,JOLIET,IL,60435,CROATION CULTURAL CLUB,CROATION CULTURAL CLUB,,815-955-8403,COIN VENDING - AMUSEMENT,CN AMSNT,COIN VENDING - AMUSEMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,1503 CLEMENT JOLIET IL,-88.0972608,41.5509597
1503,CLEMENT,JOLIET,IL,60435,CROATION CULTURAL CLUB,CROATION CULTURAL CLUB,,815-955-8403,COIN VENDING - AMUSEMENT,CN AMSNT,COIN VENDING - AMUSEMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS O OUTDOOR/BEER GRD EARLY,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,SEAT,SEATS,1503 CLEMENT JOLIET IL,-88.0972608,41.5509597
201,CENTER,JOLIET,IL,60435,SIMOTES MOTOR SALES INC,SIMOTES MOTOR SALES,36-4229258,815-467-4630,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,201 CENTER JOLIET IL,-88.0912476,41.51984119999999
700,THEODORE,JOLIET,IL,60435,ST JOSEPH CHURCH HOLY NAME SOCIETY,ST JOSEPH PARK,36-2171046,815-727-9378,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,700 THEODORE JOLIET IL,-88.0994142,41.5523529
700,THEODORE,JOLIET,IL,60435,ST JOSEPH CHURCH HOLY NAME SOCIETY,ST JOSEPH PARK,36-2171046,815-727-9378,CLASS O OUTDOOR/BEER GRD EARLY,CLASS O,CLASS O OUTDOOR/BEER GARDEN,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M MUSIC/ENTERTAINMENT,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,EMPL,EMPLOY,700 THEODORE JOLIET IL,-88.0994142,41.5523529
2224,JEFFERSON,JOLIET,IL,60435,O'REILLY AUTO ENTERPRISES LLC,O'REILLY AUTO PARTS #3400,86-0221312,417-862-2674 x4683,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,2224 JEFFERSON JOLIET IL,-88.136822,41.5218519
312,COLLINS,JOLIET,IL,60432,O'REILLY AUTO ENTERPRISES LLC,O'REILLY AUTO PARTS #3408,86-0221312,417-862-2674 x4683,SECOND HAND SALES,2ND HND SL,SECOND HAND SALES LICENSE,,,,,,,,,,,,,,,,,,,,,,312 COLLINS JOLIET IL,-88.0720511,41.5304094
2123,RT 59,PLAINFIELD,IL,60586,BAKSAH INC,CD ONE PRICE CLEANERS CD10,20-5397831,815-577-9108,DRY CLEANER,DRY CLEANR,DRY CLEANER LICENSE,,,,,,,,,,,,,,,,,,,,,,2123 RT 59 PLAINFIELD IL,-88.2011201,41.56048550000001
205,JACKSON,JOLIET,IL,60432,OUR LADY OF MT CARMEL ROMAN CATHOLIC CHU,OUR LADY OF MT CARMEL,36-2971921,815-727-7187,CLASS M MUSIC/ENTERTAINMENT,CLASS M,CLASS M MUSIC/ENTERTAINMENT,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,205 JACKSON JOLIET IL,-88.07695009999999,41.5326529
703,RICHARDS,JOLIET,IL,60433,IRVING ATHLETIC CLUB,IRVING ATHLETIC CLUB,36-2028306,815-723-2835,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING AMUSEMENT,MACHN,MACHINE,703 RICHARDS JOLIET IL,-88.07476799999999,41.511072
703,RICHARDS,JOLIET,IL,60433,IRVING ATHLETIC CLUB,IRVING ATHLETIC CLUB,36-2028306,815-723-2835,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING AMUSEMENT,MACHN,MACHINE,703 RICHARDS JOLIET IL,-88.07476799999999,41.511072
124,STONE CITY,JOLIET,IL,60436,STONE CITY POST VFW 2199,STONE CITY POST VFW 2199,36-2010389,815-258-2230,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-VIDEO POKER,MACHN,MACHINE,124 STONE CITY JOLIET IL,-88.0833277,41.4779213
124,STONE CITY,JOLIET,IL,60436,STONE CITY POST VFW 2199,STONE CITY POST VFW 2199,36-2010389,815-258-2230,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-VIDEO POKER,MACHN,MACHINE,124 STONE CITY JOLIET IL,-88.0833277,41.4779213
1207,NICHOLSON,JOLIET,IL,60435,MORAN AC,MORAN ATHLETIC  CLUB,36-1501500,815-722-5713,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-VIDEO POKER,MACHN,MACHINE,1207 NICHOLSON JOLIET IL,-88.0947077,41.5457954
1207,NICHOLSON,JOLIET,IL,60435,MORAN AC,MORAN ATHLETIC  CLUB,36-1501500,815-722-5713,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS M ENTERTAINMENT/VP,,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,CLASS F,CLASS F CLUBS,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,BL,BUSINESS LICENSE,BUSINESS LICENSE,COIN VENDING-VIDEO POKER,MACHN,MACHINE,1207 NICHOLSON JOLIET IL,-88.0947077,41.5457954
250,FRONTAGE,JOLIET,IL,60431,JOLIET LODGE NO 296,B P O E JOLIET LODGE 296,36-0793016,815-744-3355,CLASS M ENTERTAINMENT/VP,CL M EN/VP,CLASS M ENTERTAINMENT/VP,LIQ,LIQUOR LICENSE,LIQUOR LICENSE,CLASS F CLUB,,BUSINESS LICENSE,BUSINESS LICENSE,FOOD SERVICE ESTABLISHMENT,FOOD SRVC,FOOD SERVICE ESTABLISHMENT LICENSE,BL,BUSINESS LICENSE,BUSINESS LICENSE,FOOD STORE,,,,,,,,250 FRONTAGE JOLIET IL,-88.19068159999999,41.5169418
